frame.number	frame.time_epoch	ip.src	ip.dst	tcp.srcport	tcp.dstport	tls.handshake.session_id	tls.record.version	tls.handshake.type	tls.handshake.random	tls.handshake.ciphersuite	tls.handshake.extensions_supported_group	tls.handshake.extensions_key_share_group	tls.handshake.extensions_key_share_key_exchange	tls.handshake.modulus	tls.handshake.exponent	tls.handshake.certificate	tls.handshake.p	tls.handshake.g	tls.handshake.ys	tls.handshake.yc	tls.handshake.server_point	tls.handshake.client_point	tls.handshake.sig	tls.handshake.epms	tls.handshake.epms_len
4497	1743638040.746074000	34.255.59.192	192.168.0.235	443	52046	ddb00194c865a146c490405859275bc21512ce56f3c954c7957adfc754841066	0x0303	2	735e73638bab77bdbfd07c8e05c57010664b70e4a485af6efaea678e07a8f740	0xc02f															
4501	1743638040.746751000	34.255.59.192	192.168.0.235	443	52046		0x0303,0x0303,0x0303	11,12,14								3082066130820549a0030201020210048f1be4d47e0e53210a721d156378ee300d06092a864886f70d01010b0500303c310b3009060355040613025553310f300d060355040a1306416d617a6f6e311c301a06035504031313416d617a6f6e205253412032303438204d3032301e170d3234303730323030303030305a170d3235303733313233353935395a30263124302206035504030c1b2a2e726564696e7569642e696d72776f726c64776964652e636f6d30820122300d06092a864886f70d01010105000382010f003082010a0282010100a49329d1d3b40893aab33a9fda1d63b46bc15d53213f1235aef59ae7537ec163bb14f526ff94768dcbdbf2a73bf12fd3acbf519eb4f8ac1017b3dc6144b8ee097c943cbe05475987950460bba3179cef510034f45845faf4c9dbaf9bb1e3f5c767fc06b86af3d4a9bcdf6ccd3a58a8187c9b7d95d44c1eadfe523f10dfc851f0e9725cd9deb94b7ac9eda644003e6a9fba79a31165425c750db56fd44b2789b8b8f197d61f79027c038b7dc76b4a269f6fe0cb1b8a393a6a51d6cb1e5400bdd65e8d0cafa1c87203e200c4a248e3f548c5df0cbd558ad8b39ed7bb2d2d56bd669a94e57377c9dc4d810c589cc37ba979262c00baaa6d772c38dc167e22daca030203010001a38203733082036f301f0603551d23041830168014c03152cd5a50c3827c7471cecbe99cf97aeb82e2301d0603551d0e04160414c6843c80603bc5a2618d78e59b64c21ce6c684403081a40603551d1104819c308199821b2a2e726564696e7569642e696d72776f726c64776964652e636f6d821a2a2e6461726e7569642e696d72776f726c64776964652e636f6d82162a2e6461726e7569642e61647477656e74792e636f6d82162a2e726564696e7569642e767477656e74792e636f6d82152a2e6461726e7569642e767477656e74792e636f6d82172a2e726564696e7569642e61647477656e74792e636f6d30130603551d20040c300a3008060667810c010201300e0603551d0f0101ff0404030205a0301d0603551d250416301406082b0601050507030106082b06010505070302303b0603551d1f043430323030a02ea02c862a687474703a2f2f63726c2e72326d30322e616d617a6f6e74727573742e636f6d2f72326d30322e63726c307506082b0601050507010104693067302d06082b060105050730018621687474703a2f2f6f6373702e72326d30322e616d617a6f6e74727573742e636f6d303606082b06010505073002862a687474703a2f2f6372742e72326d30322e616d617a6f6e74727573742e636f6d2f72326d30322e636572300c0603551d130101ff040230003082017e060a2b06010401d6790204020482016e0482016a016800750012f14e34bd53724c840619c38f3f7a13f8e7b56287889c6d300584ebe586263a0000019075392537000004030046304402206462fca7b905d26a8bea39f167fbcdfb99f7e6a3e609c98293b9a29eac3a4d4802200f7e817898fdf6eb89e7c56e9e6227ae1ece5f1908bcd9df9caef6f5f28bd05e0076007d591e12e1782a7b1c61677c5efdf8d0875c14a04e959eb9032fd90e8c2e79b800000190753925590000040300473045022100f11c6dde4595e49b7dd6e85689c0e245bec86cbbf3d95b6aab98b786e32d15c402201da7b0c104ccf9a059e98192f6fb4841703a037258824afd9dce803065545dca007700e6d2316340778cc1104106d771b9cec1d240f6968486fbba87321dfd1e378e5000000190753925730000040300483046022100866726e2fd0533e0c3c278c6e1a5a0a72c06ad7658c02302c7f60b946319ef7202210083171c9811f99ba227159c69320f7b4cbb7ca04cf827dc88909511bb4c4fcedc300d06092a864886f70d01010b05000382010100b585f9a55973a280080cff78b1a3ef525017a627e529030385ef7255f0c2858cd39d79d4100ddaf9be279b74e2c77a804b6d62faac330440a006973721208f0a94062d97d4960be0a59d337e78e296cc0cbc69583612a587deb8d3478915b3799f788a0c2dc4aa37bc85237eb83a077fe7f6592505a37c08fef545fc7ba8ccf26b1d38d2d55032bc80140ac369a7ebe06a2a6915c949bcfab576d7c36d95242b975758485aecc7eb83674cbe53a21d5091ee66ff13d2e4b21e03fa12c735b0ca9ff4c90ab2ab9dd36ae8b2f560b95fd9587c96c68b9e0d8d440e0b12bd704c0c9ff7bc23eacde123ea43b6af9e575647b6997761d585108345b8b62fd330a053,3082045e30820346a00302010202130773124a4bcbd44ec7b53beaf194842d3a0fa1300d06092a864886f70d01010b05003039310b3009060355040613025553310f300d060355040a1306416d617a6f6e3119301706035504031310416d617a6f6e20526f6f742043412031301e170d3232303832333232323533305a170d3330303832333232323533305a303c310b3009060355040613025553310f300d060355040a1306416d617a6f6e311c301a06035504031313416d617a6f6e205253412032303438204d303230820122300d06092a864886f70d01010105000382010f003082010a0282010100bb4318c65aa879de29e8b56f2ebea543cf2e58d3075e374a2e95a4458f73a9929058596ffeaaae4672a079502db0d89c8d83ee10f4b1dcc4a9f9ee02322cb9740b1b703c4ef5fa577a053411557bc3652c91ef06c78a63cf2c68bc2e7f191957093be20e275a534c5f395af58e45df0c111f03151f8e37c46cfa52d192652a90f78785c795fb4e5aadf30862f2a09a29d679acd6a4fabf6751384e78296a15de285f2721fff45ced8d1e5f528d587612235364df59988222b726f1f4eb783e2bdb4703add979380a82776587e588fb3bfb8b8e077a94598c0d45630619f55bfff54902e58cfcff253ae5f823684fb05473387bf6320b6a2cacf584ee027e75730203010001a382015a3082015630120603551d130101ff040830060101ff020100300e0603551d0f0101ff040403020186301d0603551d250416301406082b0601050507030106082b06010505070302301d0603551d0e04160414c03152cd5a50c3827c7471cecbe99cf97aeb82e2301f0603551d230418301680148418cc8534ecbc0c94942e08599cc7b2104e0a08307b06082b06010505070101046f306d302f06082b060105050730018623687474703a2f2f6f6373702e726f6f746361312e616d617a6f6e74727573742e636f6d303a06082b06010505073002862e687474703a2f2f6372742e726f6f746361312e616d617a6f6e74727573742e636f6d2f726f6f746361312e636572303f0603551d1f043830363034a032a030862e687474703a2f2f63726c2e726f6f746361312e616d617a6f6e74727573742e636f6d2f726f6f746361312e63726c30130603551d20040c300a3008060667810c010201300d06092a864886f70d01010b050003820101002d4e2e85b340337e2fa2c26ee3af3f824b11c7fae1e5ecb6b0dcc4125d5b51f11579dcfb51eabffa80da6a97376866ae0529b0038b5bfd06e9fc458f03e75b9e7517e3b1b7a8762cde041f275e67b20f7dc4a7b5404e3e28cdc777d581557e0461bd34b136bad394da569149349b704c3eff2c837f351e103ab84628904e6af6ec2cff76242aa462133dd3b1a5a626a21166131b8007e9eceec55301486fb508b29a206522b13c8589a7188fa374dc05a99b6d5b5039c3515b3e6a090743b25236c9acaad27d935e81f23422c41fcae9b0945520b16c8348dcec1685acc9c5e3adbe6a349e8608f5d8889d35e44de3397e12835a59da675a776f4a900492ad8f,308204923082037aa0030201020213067f944a2a27cdf3fac2ae2b01f908eeb9c4c6300d06092a864886f70d01010b0500308198310b30090603550406130255533110300e060355040813074172697a6f6e61311330110603550407130a53636f74747364616c6531253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e313b303906035504031332537461726669656c6420536572766963657320526f6f7420436572746966696361746520417574686f72697479202d204732301e170d3135303532353132303030305a170d3337313233313031303030305a3039310b3009060355040613025553310f300d060355040a1306416d617a6f6e3119301706035504031310416d617a6f6e20526f6f74204341203130820122300d06092a864886f70d01010105000382010f003082010a0282010100b2788071ca78d5e371af478050747d6ed8d78876f49968f7582160f97484012fac022d86d3a0437a4eb2a4d036ba01be8ddb48c80717364cf4ee8823c73eeb37f5b519f84968b0ded7b976381d619ea4fe8236a5e54a56e445e1f9fdb416fa74da9c9b35392ffab02050066c7ad080b2a6f9afec47198f503807dca2873958f8bad5a9f948673096ee94785e6f89a351c0308666a14566ba54eba3c391f948dcffd1e8302d7d2d747035d78824f79ec4596ebb738717f2324628b843fab71daacab4f29f240e2d4bf7715c5e69ffea9502cb388aae50386fdbfb2d621bc5c71e54e177e067c80f9c8723d63f40207f2080c4804c3e3b24268e04ae6c9ac8aa0d0203010001a38201313082012d300f0603551d130101ff040530030101ff300e0603551d0f0101ff040403020186301d0603551d0e041604148418cc8534ecbc0c94942e08599cc7b2104e0a08301f0603551d230418301680149c5f00dfaa01d7302b3888a2b86d4a9cf2119183307806082b06010505070101046c306a302e06082b060105050730018622687474703a2f2f6f6373702e726f6f7467322e616d617a6f6e74727573742e636f6d303806082b06010505073002862c687474703a2f2f6372742e726f6f7467322e616d617a6f6e74727573742e636f6d2f726f6f7467322e636572303d0603551d1f043630343032a030a02e862c687474703a2f2f63726c2e726f6f7467322e616d617a6f6e74727573742e636f6d2f726f6f7467322e63726c30110603551d20040a300830060604551d2000300d06092a864886f70d01010b050003820101006237425cbc10b53e8b2ce90c9b6c45e207007af9c5580bb9088c3eedb3253cb56f50e4cd356aa79334963221a94844ab9ced3db4aa736de47f1680896ccf280318834779a3107e305bac3bb060e077d408a6e11d7c5ec0bbf99a7b229da700097eac461783dc9c265799303962968feddadeaac5cc1b3eca43686c5716bcd50e202efeffc26a5d2ea04a6d14588794e639315f7c73cb90886a84119627a6edd98146a67ea372000a523e83880763778969170f3985d2ab08454dd0513afd5d5d37644c7e30b25524429d36b05d9c178161f1caf9100224abeb0d74918d7b4529503988b2a68935251e146a4723312f5c9afaad9a0e6251a42aa9c4f9349d2118,308204753082035da003020102020900a70e4a4c3482b77f300d06092a864886f70d01010b05003068310b300906035504061302555331253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e31323030060355040b1329537461726669656c6420436c61737320322043657274696669636174696f6e20417574686f72697479301e170d3039303930323030303030305a170d3334303632383137333931365a308198310b30090603550406130255533110300e060355040813074172697a6f6e61311330110603550407130a53636f74747364616c6531253023060355040a131c537461726669656c6420546563686e6f6c6f676965732c20496e632e313b303906035504031332537461726669656c6420536572766963657320526f6f7420436572746966696361746520417574686f72697479202d20473230820122300d06092a864886f70d01010105000382010f003082010a0282010100d50c3ac42af94ee2f5be19975f8e8853b11f3fcbcf9f20136d293ac80f7d3cf76b763863d93660a89b5e5c0080b22f597ff687f9254386e7691b529a90e171e3d82d0d4e6ff6c849d9b6f31a56ae2bb67414ebcffb26e31aba1d962e6a3b5894894756ff25a093705383da847414c3679e04683adf8e405a1d4a4ecf43913be756d60070cb52ee7b7dae3ae7bc31f945f6c260cf1359022b80cc3447dfb9de90656d02cf2c91a6a6e7de8518497c664ea33a6da9b5ee342eba0d03b833df47ebb16b8d25d99bce81d1454632967087de020e494385b66c73bb64ea6141acc9d454df872fc722b226cc9f5954689ffcbe2a2fc4551c75406017850255398b7f050203010001a381f03081ed300f0603551d130101ff040530030101ff300e0603551d0f0101ff040403020186301d0603551d0e041604149c5f00dfaa01d7302b3888a2b86d4a9cf2119183301f0603551d23041830168014bf5fb7d1cedd1f86f45b55acdcd710c20ea988e7304f06082b0601050507010104433041301c06082b060105050730018610687474703a2f2f6f2e7373322e75732f302106082b060105050730028615687474703a2f2f782e7373322e75732f782e63657230260603551d1f041f301d301ba019a0178615687474703a2f2f732e7373322e75732f722e63726c30110603551d20040a300830060604551d2000300d06092a864886f70d01010b05000382010100231de38a57ca7de917794cf11e55fdcc536e3e470fdfc655f2b20436ed801f53c45d34286bbec755fc67eacb3f7f90b233cd1b58108202f8f82ff51360d405cef18108c1dda775974f18b96ddef7939108ba7e402cedc1eabb769e3306771d0d087f53dd1b64ab8227f169d54d5eaef4a1c375a758442df23c7098acba69b695777f0f315e2cfca0873a4769f0795ff41454a4955e1178126027ce9fc277ff2353775dbaffea59e7dbcfaf9296ef249a35107a9c91c60e7d99f63f19dff57254e115a907597b83bf522e468cb20064761c48d3d879e86e56ccae2c0390d7193899e4ca09195bff0796b0a87f3449df56a9f7b05fed33ed8c47b730035df4038c					04495d0c3e865e2cd30ba8980ca0f0928297fc5c226b1e84e04fbd860392a8289e14d18c33c546036e800ec0008e093f635a9cfc846aea3801c78b065119fce644		308b1d89b12a74abcf6a3b0352cff27b551016e192a8a7b69c0256757f65e4f8b7e49d4358fe9b2edd298f2a7fb4a9c7a98750b1a1abc3b5348eef55ad35acda2a6dd368dc35ffd0f7a804f4a7ba8d4e2f56e1118342805db504c584e418bec8ef11ddab2154f92f03f616da237ccb22d1aed805ce588b9bf339ce49fb3dd8e8086bc47af22ed83baba4298228d695d640e0c7646649fb4d3b25a8a7bff1e7f520ab5ce0ac94113719b880ea01a14b382738de99a7ca4452da22f3f3824d8562ba9539b9332dfe1ee5fefdef769980f539ca2f8289610e7e78ec88c98668a3a4234cb058ac965b8f352fe31f1b12a1c09f6b4766a8d0a9eff8caec573e33f107		
4503	1743638040.748237000	192.168.0.235	34.255.59.192	52046	443		0x0303,0x0303,0x0303	16,20														04d5ffe4cb4c13e4b5352f4a612b91e00568d924a3ccb4a2896caff1cc584652f3f061ac2c90388c51b291919575ee6e337161248a8ef7ae7bdb104538cd99b344			
4514	1743638040.772092000	34.255.59.192	192.168.0.235	443	52046		0x0303,0x0303,0x0303	4,20																	
5044	1743638041.609170000	192.168.0.235	172.217.16.226																						
5045	1743638041.609284000	192.168.0.235	172.217.16.226					1	402966409364bb24c537e24607c94ba428ef784831e52e91e74c32a84752db64	0x1301,0x1302,0x1303	0x11ec,0x001d,0x0017,0x0018	4588,29	0f44849ad40d5ae019917958e3d06630c5cae4e6aa95687ad947782da28c5e5203d9682e23c05b37db7a919cc41b6cc98d4451d784145520156f1279be9b6422e4cb7263443cc90d6eda3fcb284037e6cedf3a2344ba32a06416b74a8dc48a1fb3971e1bb7c96de1b5ac0852a7e2ba14a1c1e318874d380507f6c12270b39d1310c9d108d5647e5e456dbe5b4abb8cbd8748cb12c258fe87b34701bd2fa17f6e47947af0a0964176415597cda9b949285f454c055ddb851aa134a5dc9536166b36fc6c51461251e47a97b9a39fdb7024f87b688ac2df348eba5328f1a76eb402b5b7d15852a6a9d6b086c59a6209521ae935a903bb84ee7439e5f853a480a1b1c6056f712c8987b41285711e36c7013579dc228ae1a304d2714ad4eb0645348a1d85c4821545337ca5814134aae62f993ca6536211af2a9c09fcbc754120a5f249eae8730b628342136aea66a92430a374630a9461a86f4561ad0678e6cab995f0a7709c1ec1b9a4c58c31724bc32915037ac53bf1e6a6e85a4111a39d87618e03060d02d45182219a1a2051df876538c648c8a9707b5792cc45b59d493e5716695fe072d849c424670c7104a2189103a5d9cba344c665c54726c558e8a923170abacff63937a09e20e44418155b30b8c667f13e9594af0d491d4a2a26046c9806b8525906380259caf2929ef9f4586e0277f6cc30b1cbba61e31a38a1b160f4be19d63aba236ffb668748020499660336d11afc1473158249e24598b97329d5aa0e8eb021c649959aaa844b98bd2c377b4f4164e4c5871bb394383caf01c2672b16c002acad947cc10df3592eac01e3882317d3ca13f62da9b31030d49e0deb04b62713e4a3b7ac506d65f82b26ebc4ff3b6327f25d71697a105a7b419c305d5407f241b5f900b64aa8b57b55ce64614033347504f2c7cfaca353f6b1e3934eb9488f45850ad0825b27a8683d48528f690751fb8ee71533e743884aea141e2c01814c707c01ac604425e5959acc5c2263624a0337909185a3c9988cf2702a8cb6470098695b0b0d9686493569b57b9b7b1e382cbab377d8c4b258b50a53acc5ccc3c8af15644686474748b444765083cb64f383a3ea3a81ca76a660659709380970830072011e1dab5dbc873b597acc035b657e111ab9fbc061243bbf416cf4f45392526c1b3c456b658d7f091b962ba779fa3902e95b20038b2672b7339c15d0d9aaa1b1437a448da740cf846281ced336aceb26fad3cb5ae47e899b5baddc99165546aacb5341cac566f5299bf0a7b484bf071a70ce672f6d1c96f320467a68be36505be30b0b7b860536fb7c3cc925c30a63d2383ee0f03927264d75095df1663385c40056860ec2054b2045a0fd22ba8ae6c9d6309f5d2754ab180bbbf0701d6bb479605e83132a6bfa5765f92bf4578bdea1834a1979b99c3085e0c98a275b8aba01fd8021277bb81b7c4c02b69df9284699340d336b650c5b3471f65dfa95c80c8cbb55550318751615388d948843006d38ae2268902c0f17322db05b774fd36800346c2dd92432332e60c051ac0c8241013bc0b9051960125a2786f35a0e7573888ab3071910413840b7e0d97e0f726485c720d997362a999e04592513701c0d247d6822640d7f3bb425e017fc4735064a71e422424bf07e0b4907134e3e1d6e6adc83473c0f0a439ec8e003ffecef9b040cace9f560233115f81b54,f565d0523c4183f11364534416fa49be5c027b19af57f7075cec7546e9a3c404												
5058	1743638041.628952000	172.217.16.226	192.168.0.235																						
5059	1743638041.629086000	172.217.16.226	192.168.0.235					2	c8b31fe489283da071bc214030bf4261cabcbc81cd60bac8b7646051500a8728	0x1301		4588	56b206559ffbfe6bc20fbbf0db655297438d83f16e218fafbe1d9bd0cfbf965227f242550541a044a786b606a9667b778ed6e9720f7b3da991334c094745caee2e06939d612e9070958b0dc83bd60b613799873d9f09553f369313e6f09c0c4d4784dc5d0eeae7c399069a99e776c615a50d82d9f9b733a39d2e935737754e4da52866878e043f64a653b54b43e7a2be0b5cab7af3cb7be5459ecccbb4a1442fb78d4fb8d790028c1d449157111460f39ee2f3cbf592fba8f50fdb897ba4a1850a2f8c6d31e1351e8ff51529d91ea0253826b955b99b0f1e069087ccebb604eaa8380a63fbcb324cfd2e6ce75049fa81d1086f367326f87edbb5dcc85cc8775f62aea7a849451f8024109af678df25b936a8ec9b2b387f3dcc0b5dc06c7de7de839a6f7c9013d3ba44a43d8530ed9e654653cd2979cd0bd56764f7bfc8e83c170be7eeb40a88f6555e5e7df3be9badebe150771f03bb36dbfe72023e98e442c7b5d5205dcaa25b614b59b97255fba483602c267442c4bb887af6a7f8716d17e8e191a4c32690a4f32c4a4734b14a71d497558015bd7eecda0ed7a6eaefe5b0a3e93304b7d235052471ff58b6e294ccef1890d77e407c6a666061de6a4ff76024b6a2d5aacf82ee68fc3aa8929bde74aaa27fb9fe88e4300d546de70e19f1a3e6cccb75c516bf44f59dfc8cd4bfb7872578e3fbbc8becb15922a326301e7f31e42547aad305978d263fd8762776436a01ec85e9881e211897fac04f6d4daf622be1836fb338cb93c13d350081a864f66ef43184f216bb1e826864c4c7bb9ee13c78c264f166ea5013448e3aff300c10ecfb4ac275c3eb85fe36feec8c059552f4e657e93c5363093b23d7cf9169eee727538b5707221a5fb3c123ff451d442d54205c8b73933142e9540a26e7bc6a9d2160a2425b5bd7e1b3187afa6e2d44f2033e48bbffac811ed126a7546adbde0400db733cb9097d3014a1eb57a7454bb6a4fa583a5453be52d7bcf30ac3b3c4589f21b1643d394f021722963380c960c408d86227d9564bd2376ef039f0f38ad3cfcf189653b1387ca68d3136e68cc9cc4b63428ffef330ec1850412bedba51da2f8597d88e0513c5f702c3bce99fa0e09fc04b7464df5e810f181cac569e830a545907dfbb5e91bb20751cdb3ebabfbb7259abe7fd3524a27053d89b763772aa317140f2f241a568888a1f95ce61828fa40025591035e589fc921b7136a2f0c4b7a18a204d8bcb874354a322133875705bd4889dac96970289fee31c87ae2512fe34298612e094ec8ea177251fe80ea3ca4437994689aac05fb6d5d4c7a13006333cba6a7c493a1f9ff1e71613a5b96c325e3060fa2e79b220d272915a9c6e2268285dfec13e381d228a3d1044204702ca58564112eabaef6926ff2a271309a757d4e2323002c85c1d14cd45ef912650131d15fed4024b07066e42d8d38d8fba7ef512ca7adbd857c942a207ef4aaa64421912bbd72f5516746d5e136033eccc177d723572093ffa42e5bd54c8a82116a6515581401679c599224c35928b8f66ad0fc91c7249ee6f46405e608dad288552												
5061	1743638041.635457000	172.217.16.226	192.168.0.235					8																	
5062	1743638041.635581000	172.217.16.226	192.168.0.235																						
